recid	D2	Z2	earnings	prevearn	edu	n_hs2	n_hs2_abv	sex
316338	1	1	0	5000	12	9	0	0
316339	1	1	72432	9600	12	13	0	1
316341	1	1	24629	6265	13	16	0	0
316343	0	0	477	150	8	9	0	1
316344	1	1	3390	0	7	19	0	1
316349	0	0	13307	98	12	1	0	1
316356	0	1	18855	6958	12	39	1	1
316357	1	1	555	14347	11	9	0	1
316359	1	1	4539	3360	11	0	0	1
316360	0	1	1800	4000	8	2	0	1
316363	0	0	11160	0	12	13	0	0
316365	1	1	9688	0	14	13	0	1
316369	0	0	23329	0	17	40	1	1
316370	1	1	708	0	11	9	0	0
316371	0	0	0	0	12	0	0	1
316376	0	1	0	0	12	9	0	0
316384	1	1	4350	0	12	19	0	0
316387	0	0	162	3000	14	19	0	1
316392	0	1	42	350	12	28	0	1
316393	1	1	12171	1138	13	16	0	0
316394	0	1	20523	2100	12	28	0	0
316396	1	1	3790	0	11	1	0	0
316397	0	0	9974	2640	12	13	0	1
316403	1	1	42640	0	12	15	0	0
316406	0	0	1578	0	12	17	0	0
316408	1	1	39726	6688	13	16	0	1
316409	1	1	63455	9000	12	1	0	1
316415	0	0	6559	2000	12	13	0	0
316418	1	1	21264	0	17	39	1	0
316419	1	0	10507	0	12	17	0	0
316422	1	1	28764	1500	11	37	1	0
316428	0	0	7626	13000	11	17	0	0
316433	0	0	12303	0	10	16	0	1
316434	1	1	6768	3100	10	1	0	1
316435	0	1	8722	5000	9	13	0	0
316437	0	1	7297	1000	15	13	0	1
316438	0	1	2300	500	17	13	0	1
316439	1	1	15834	4263	12	17	0	1
316441	1	1	37270	0	11	16	0	1
316444	0	0	19500	5800	12	13	0	0
316445	0	0	12489	0	10	37	1	0
316446	0	1	9780	9860	16	19	0	1
316447	1	1	15550	850	10	16	0	0
316448	1	1	33924	8910	12	13	0	1
316449	0	0	10306	4200	12	39	1	0
316451	0	0	201	0	12	0	0	0
316452	1	0	1003	0	12	346	1	1
316453	0	1	12138	0	12	13	0	1
316454	0	1	905	700	10	13	0	1
316458	1	1	17262	1200	12	2	0	0
316459	0	0	25835	6800	10	2	0	0
316465	0	0	1858	1000	10	19	0	1
316468	1	1	31002	6000	8	1	0	0
316469	0	0	27007	4500	12	16	0	0
316470	1	1	3597	1400	11	13	0	0
316473	0	1	27449	0	10	28	0	1
316474	0	1	1117	0	13	346	1	1
316477	1	1	66279	23462	11	37	1	1
316479	1	1	27318	1988	12	2	0	0
316483	0	0	183	310	12	2	0	0
316484	0	1	67556	1500	11	1	0	1
316487	1	1	21564	360	12	19	0	0
316494	0	1	26589	1500	13	15	0	0
316495	0	1	0	650	8	13	0	1
316496	0	0	2075	4400	12	9	0	0
316497	1	1	40275	2844	12	17	0	0
316498	0	1	16014	1000	11	39	1	1
316500	1	1	33620	4000	12	17	0	1
316505	1	1	0	19000	12	16	0	0
316506	1	1	48719	3000	12	9	0	1
316511	0	1	21	4000	11	9	0	1
316514	0	0	35415	6894	12	39	1	0
316516	1	1	18037	2904	12	19	0	1
316518	0	1	477	3200	12	2	0	1
316520	0	1	27465	8000	14	13	0	0
316521	0	0	20241	4823	13	2	0	0
316522	0	1	9566	0	8	28	0	0
316524	1	1	40589	400	9	16	0	1
316526	0	0	13737	2300	12	0	0	0
316529	1	1	22455	5350	14	15	0	1
316532	1	1	5194	0	12	28	0	1
316534	0	0	440	0	12	13	0	0
316540	0	0	28867	17000	12	13	0	1
316544	0	0	1467	300	12	17	0	0
316545	0	0	670	0	9	19	0	1
316547	0	0	26967	2000	12	17	0	0
316551	0	1	2004	0	12	13	0	0
316554	0	0	8075	2820	8	1	0	0
316555	1	1	17838	0	11	0	0	0
316557	0	1	19410	5400	12	13	0	1
316559	0	0	18105	7000	11	39	1	1
316564	0	1	0	0	12	39	1	1
316566	0	0	117	400	8	28	0	1
316567	1	1	24337	100	13	9	0	1
316571	0	1	54684	6400	10	13	0	1
316572	1	1	3322	1000	12	17	0	1
316576	0	0	3225	2000	14	16	0	0
316578	0	0	4461	318	12	1	0	0
316580	1	1	173	8000	13	15	0	1
316583	0	0	11406	2128	12	15	0	0
316592	0	1	4928	0	12	37	1	1
316593	0	0	2628	5000	11	1	0	0
316594	1	1	72	0	11	1	0	0
316596	0	0	24627	6000	12	39	1	1
316598	1	1	16770	5690	12	2	0	0
316600	1	1	36523	6560	14	15	0	1
316603	0	0	8769	2000	12	28	0	1
316604	0	0	3480	0	10	19	0	1
316605	0	0	45	0	12	9	0	0
316606	0	1	21740	5962	12	13	0	0
316608	1	1	10851	0	12	17	0	1
316612	0	1	11378	0	16	13	0	1
316613	0	1	5391	6000	12	15	0	1
316614	1	1	8007	3600	16	2	0	0
316615	1	1	21947	0	12	2	0	0
316617	0	0	0	4800	12	19	0	0
316619	1	1	13519	0	11	37	1	1
316621	1	1	0	0	11	37	1	0
316622	0	1	0	0	8	19	0	0
316624	1	1	0	0	14	16	0	0
316626	0	0	0	0	14	40	1	0
316627	0	0	0	8400	11	346	1	1
316628	0	0	56189	14000	12	16	0	1
316631	1	1	21422	0	12	19	0	0
316632	1	1	165	0	12	17	0	0
316635	1	1	390	0	11	16	0	0
316636	1	1	9921	1000	14	5	0	1
316638	0	1	16215	0	8	13	0	0
316640	0	0	1348	8481	10	13	0	0
316641	1	1	13920	8936	12	19	0	0
316642	1	1	9582	5000	10	37	1	0
316644	0	0	0	0	9	13	0	1
316646	0	1	835	3000	9	13	0	1
316647	0	0	23336	9300	14	13	0	1
316650	1	1	12039	6876	11	13	0	0
316653	0	0	33279	4289	12	17	0	0
316654	1	1	39816	0	15	37	1	0
316663	0	1	80	0	9	9	0	0
316667	0	0	469	3	9	37	1	0
316668	1	1	5064	7900	12	16	0	1
316672	0	0	71	5720	12	39	1	0
316673	1	1	10508	0	12	9	0	0
316674	1	1	2361	6400	12	13	0	0
316675	0	1	23431	0	12	39	1	0
316676	1	1	3173	2600	12	13	0	1
316677	0	0	21629	0	11	13	0	1
316683	0	0	2187	0	11	17	0	1
316684	1	1	423	0	12	16	0	0
316689	1	1	16404	3920	12	39	1	1
316690	1	1	22734	3198	12	13	0	0
316692	1	1	5964	1900	12	17	0	0
316693	1	1	681	0	11	19	0	0
316694	1	1	18844	1300	12	15	0	1
316698	0	0	4019	140	11	16	0	0
316699	0	1	14310	0	13	37	1	0
316700	1	1	17412	0	14	9	0	1
316705	1	1	20190	1935	9	39	1	1
316708	0	0	12653	0	13	13	0	0
316710	1	1	2370	10000	11	1	0	0
316712	0	1	785	8858	11	39	1	1
316714	0	0	3397	656	9	17	0	1
316715	0	0	1524	4973	13	39	1	1
316717	1	1	8258	1200	12	1	0	0
316721	1	1	803	3500	8	28	0	0
316722	0	0	14536	4840	10	13	0	0
316723	0	0	33	0	12	17	0	0
316724	1	1	0	2349	8	17	0	0
316729	0	1	7278	0	8	1	0	0
316734	1	1	21913	3000	12	17	0	0
316735	0	1	3509	5000	16	13	0	1
316736	1	1	0	4680	11	1	0	0
316738	0	0	5152	200	8	1	0	0
316741	1	1	13012	0	12	13	0	1
316742	0	1	6395	1750	12	13	0	1
316748	1	1	0	800	12	9	0	0
316750	1	1	37977	6000	10	39	1	1
316751	1	1	12062	3000	13	2	0	0
316752	1	1	22560	825	11	0	0	0
316755	0	0	1686	4000	14	15	0	1
316759	1	1	9325	57	12	13	0	0
316760	1	1	29208	1500	13	16	0	0
316765	1	1	1481	4000	12	5	0	1
316766	0	0	18581	0	12	28	0	1
316769	0	0	35656	3118	11	16	0	0
316771	0	0	15813	0	10	9	0	0
316774	0	1	1799	3500	14	17	0	0
316780	1	1	0	0	12	17	0	0
316783	1	1	32081	12000	9	13	0	1
316786	1	1	32781	7000	13	39	1	1
316787	0	1	37524	4000	10	39	1	1
316789	1	1	46855	300	12	0	0	1
316796	0	1	3231	0	14	9	0	1
316803	0	1	49467	6000	12	15	0	1
316807	0	0	27432	250	15	19	0	0
316810	1	1	36735	9000	13	13	0	0
316812	0	1	2896	1800	14	15	0	0
316813	0	1	8076	2400	12	13	0	0
316815	0	0	31290	500	12	16	0	1
316821	1	1	24393	6000	9	0	0	0
316824	0	0	3150	1200	9	13	0	0
316825	0	1	18663	700	9	13	0	0
316826	0	1	13804	2000	9	2	0	0
316835	0	0	0	0	8	1	0	1
316837	0	1	41028	2808	12	17	0	0
316838	1	1	10725	13000	11	19	0	1
316839	0	0	16791	0	12	17	0	0
316842	1	1	0	0	10	5	0	1
316843	0	0	3405	0	11	15	0	0
316847	0	0	16121	5600	14	13	0	1
316850	1	1	6065	5545	9	13	0	0
316851	0	1	9321	0	8	1	0	0
316852	0	0	10830	5000	14	16	0	0
316855	0	0	18648	2658	12	0	0	1
316856	1	1	12944	4041	16	13	0	0
316858	1	1	15192	6000	10	39	1	1
316859	0	0	3618	420	9	19	0	1
316864	0	0	3397	350	11	17	0	0
316868	0	1	42555	1150	12	1	0	0
316869	0	0	21924	3600	16	19	0	1
316870	1	1	3622	3000	14	19	0	0
316872	1	1	1128	5000	16	16	0	1
316873	1	1	0	0	12	19	0	0
316876	1	1	9150	1024	11	0	0	1
316879	0	0	903	15000	13	15	0	1
316883	1	1	60528	10800	13	16	0	0
316884	0	1	0	3484	11	17	0	1
316890	1	1	9409	0	8	19	0	0
316891	1	1	24813	6000	13	17	0	0
316893	1	1	9966	5000	12	39	1	1
316898	0	1	18306	600	8	13	0	1
316901	1	1	18300	1500	11	2	0	1
316906	0	1	55770	5000	10	13	0	1
316908	0	0	27940	9000	12	39	1	1
316914	0	0	0	0	10	1	0	0
316915	0	0	46098	7274	10	39	1	1
316917	1	1	40953	40	10	13	0	1
316918	0	0	3775	3240	12	37	1	0
316919	0	0	57	0	8	13	0	1
316923	0	0	0	2040	11	346	1	0
316925	0	0	37658	13000	11	15	0	1
316926	1	1	24996	0	16	0	0	1
316928	1	1	15169	0	9	2	0	0
316929	1	1	32472	7841	12	13	0	0
316933	0	1	12596	0	12	9	0	0
316935	1	1	3369	0	8	15	0	0
316936	0	1	207	2500	12	37	1	1
316939	0	1	0	0	12	28	0	0
316940	0	1	16487	2400	12	1	0	1
316942	1	1	48063	4800	10	16	0	1
316945	1	1	577	0	12	16	0	0
316946	0	0	5977	5100	14	17	0	1
316947	0	0	478	5882	16	9	0	1
316949	1	1	1035	0	10	2	0	0
316950	1	1	22515	0	12	15	0	0
316951	1	1	5733	150	12	9	0	0
316953	1	1	796	0	10	19	0	1
316956	0	1	20637	1250	13	2	0	0
316957	0	1	8166	1306	15	15	0	0
316959	1	1	34060	4835	16	39	1	0
316960	1	1	33533	5000	12	13	0	1
316962	1	1	65781	1200	10	9	0	0
316964	0	0	2898	0	12	15	0	0
316971	1	1	39146	6000	16	19	0	1
316972	1	1	1947	6650	12	19	0	1
316975	0	0	5164	0	8	19	0	1
316976	1	1	3308	0	7	13	0	0
316977	0	1	5685	6590	15	19	0	0
316978	0	1	4329	5840	11	13	0	0
316980	1	1	0	3387	9	9	0	1
316981	0	0	9776	300	11	13	0	0
316983	0	0	8298	600	17	9	0	1
316990	1	1	4124	3000	11	1	0	0
316991	1	1	18567	0	11	13	0	1
317000	1	1	0	0	12	5	0	0
317002	0	0	29778	107	12	13	0	0
317003	0	0	21166	2900	13	9	0	1
317006	1	1	687	1440	8	17	0	1
317007	0	1	147	4760	9	19	0	0
317010	0	0	25836	8000	10	13	0	0
317012	0	0	14798	6000	11	17	0	0
317013	0	0	31854	130	10	1	0	1
317017	0	1	0	480	12	13	0	1
317020	0	0	699	3513	12	16	0	1
317023	0	1	1533	3456	17	39	1	0
317027	1	1	2544	7900	10	16	0	1
317033	0	1	0	3400	12	19	0	1
317035	0	0	34926	300	13	17	0	1
317037	1	1	0	539	10	2	0	1
317038	0	1	11539	5300	13	40	1	0
317041	1	1	8678	2500	13	13	0	0
317042	1	1	5627	8000	12	16	0	0
317044	1	1	2973	0	11	19	0	0
317048	0	0	1887	4500	9	1	0	1
317049	1	1	28833	8000	13	13	0	1
317052	0	0	0	0	12	39	1	0
317053	0	0	27240	3700	12	13	0	1
317055	0	1	31360	3600	15	16	0	1
317056	1	1	18197	6661	9	1	0	0
317060	1	1	9128	16000	9	40	1	1
317061	1	1	7068	110	12	39	1	0
317062	1	1	14252	0	12	19	0	0
317065	1	1	858	369	12	16	0	0
317071	0	1	23775	0	9	13	0	0
317072	1	1	1639	621	10	17	0	0
317073	1	1	37157	0	11	13	0	0
317074	0	1	17646	6540	12	9	0	0
317079	0	1	81046	7310	16	39	1	1
317080	0	0	44055	13000	12	16	0	1
317085	0	0	0	1500	11	9	0	0
317089	0	1	0	0	10	28	0	1
317091	0	1	23019	5976	12	13	0	0
317093	1	1	32897	2496	12	13	0	1
317096	0	0	0	4500	14	28	0	1
317100	1	1	4230	0	11	1	0	1
317105	0	0	47606	4500	8	1	0	0
317106	0	0	3844	0	8	346	1	0
317107	1	1	21096	0	10	39	1	0
317108	0	1	3510	0	12	2	0	0
317111	1	1	9105	3000	8	17	0	0
317112	0	0	46430	11000	12	19	0	1
317115	0	1	5143	0	12	13	0	0
317120	1	1	17871	0	8	13	0	1
317123	1	1	23571	7060	14	39	1	1
317124	1	1	8793	0	8	19	0	1
317125	0	0	1429	620	12	19	0	0
317127	0	1	7474	12800	12	13	0	0
317128	1	1	4116	4000	14	16	0	1
317130	0	1	52660	1100	12	1	0	0
317131	0	0	11415	16000	12	13	0	0
317134	0	0	0	0	8	9	0	1
317137	0	1	2232	2500	10	2	0	1
317139	1	1	59439	0	12	13	0	1
317142	0	1	33942	0	14	1	0	1
317145	0	0	27328	650	12	13	0	0
317146	0	1	26421	0	12	2	0	0
317147	0	1	20541	10500	12	13	0	0
317148	0	0	20997	3257	11	16	0	0
317150	0	0	93	0	13	13	0	1
317151	0	0	0	0	12	17	0	0
317154	1	1	17304	4000	12	1	0	0
317156	1	1	59727	11500	9	13	0	1
317157	0	0	30439	2000	14	15	0	1
317159	0	1	1672	3800	12	9	0	1
317161	0	1	5687	0	10	1	0	0
317162	0	1	22863	480	13	13	0	0
317163	1	1	24827	0	12	2	0	0
317164	0	0	303	3000	11	15	0	1
317165	0	0	18325	250	12	13	0	0
317167	0	0	3309	854	12	39	1	1
317168	1	1	3317	0	12	17	0	0
317169	0	0	7086	0	11	28	0	0
317171	0	1	15366	0	9	346	1	0
317172	1	1	6813	500	12	1	0	0
317176	0	0	0	0	12	0	0	0
317178	1	1	52493	5000	12	13	0	0
317180	0	1	127	600	14	2	0	1
317182	1	1	0	0	12	19	0	0
317184	0	1	5709	0	12	17	0	0
317186	0	1	108	0	12	13	0	0
317187	0	0	1371	2400	10	39	1	0
317188	0	0	6102	0	12	13	0	0
317189	0	1	25262	117	11	13	0	0
317190	1	1	10029	0	8	28	0	0
317191	1	1	490	167	12	28	0	0
317192	0	0	12084	2000	12	13	0	1
317193	1	1	11139	0	14	19	0	1
317197	1	1	16650	2912	15	19	0	1
317199	0	1	0	960	8	1	0	0
317201	1	1	19195	5200	13	16	0	0
317202	0	1	33351	6000	12	1	0	0
317204	1	1	606	0	8	19	0	0
317207	0	0	26630	3146	11	13	0	0
317213	0	0	17466	0	8	19	0	1
317216	1	1	639	0	12	13	0	1
317220	0	0	47415	14000	15	17	0	0
317221	0	0	4204	1140	12	19	0	1
317224	1	1	0	0	12	5	0	0
317229	0	0	42739	1700	12	37	1	1
317235	1	1	12024	1468	12	9	0	0
317237	1	1	43120	15000	12	16	0	1
317238	1	1	2760	0	12	13	0	1
317245	0	0	3700	1172	12	9	0	1
317246	1	1	28603	0	14	15	0	1
317247	0	1	34620	0	8	9	0	1
317248	0	1	36669	298	12	13	0	0
317250	0	0	5462	40	12	13	0	0
317252	0	0	0	0	12	0	0	0
317254	0	1	26241	98	15	13	0	1
317257	0	0	41059	11232	12	0	0	0
317258	0	1	26667	6120	12	19	0	0
317261	0	1	22579	274	10	13	0	0
317262	0	1	344	2189	9	28	0	0
317265	0	0	73636	9000	10	19	0	1
317266	1	1	7587	3000	12	19	0	1
317269	0	0	12573	0	14	37	1	0
317271	1	1	553	0	12	13	0	0
317274	1	1	20652	0	8	19	0	1
317275	1	1	37131	10135	14	0	0	1
317276	1	1	2730	1967	11	39	1	0
317278	0	1	5797	2000	12	13	0	1
317279	1	1	14380	0	12	2	0	0
317280	0	1	3916	5000	12	1	0	0
317281	1	1	858	3100	10	17	0	1
317284	1	1	19225	7000	12	2	0	1
317285	0	0	11061	5000	16	28	0	0
317288	0	0	10471	240	12	13	0	0
317290	0	0	6186	3100	12	1	0	0
317293	1	1	28621	5500	12	13	0	0
317300	0	1	0	7082	13	2	0	1
317301	0	0	26115	6779	11	9	0	1
317302	0	0	17085	200	12	17	0	0
317309	1	1	27834	0	12	16	0	0
317310	1	1	33795	8000	9	13	0	1
317312	1	1	0	960	12	2	0	0
317313	1	1	0	1500	10	9	0	0
317314	0	0	4488	0	14	17	0	1
317316	1	1	59877	2000	12	0	0	1
317317	1	1	0	4856	11	1	0	0
317320	0	0	2754	5000	12	15	0	0
317323	0	0	2341	1000	13	17	0	0
317327	1	1	12537	4000	8	19	0	1
317328	0	0	5748	98	12	13	0	0
317333	0	1	28026	900	12	1	0	1
317335	1	1	18219	0	14	17	0	0
317336	1	1	17730	7500	16	15	0	1
317341	0	1	13098	672	12	13	0	0
317342	0	0	3669	11980	13	16	0	1
317346	0	0	69846	4500	12	13	0	1
317347	0	1	9569	9000	12	28	0	0
317349	1	1	18612	12000	15	16	0	0
317350	0	0	8389	450	8	17	0	0
317351	0	1	13383	0	14	13	0	1
317357	1	1	9627	200	12	1	0	1
317358	1	1	29762	6000	12	1	0	0
317361	1	1	462	0	11	1	0	0
317363	1	1	16722	434	9	13	0	0
317364	0	1	3693	3541	12	13	0	1
317366	0	0	226	6622	12	13	0	1
317368	1	1	39051	0	11	13	0	1
317369	0	0	3573	0	8	9	0	0
317371	0	0	80472	0	16	16	0	1
317372	0	0	16336	3500	12	13	0	0
317374	0	0	17184	5000	12	13	0	0
317378	1	1	418	3050	10	19	0	1
317385	0	0	30171	4000	11	13	0	0
317386	1	1	6304	6950	12	0	0	1
317387	0	1	12729	8000	12	15	0	1
317389	0	1	19045	1960	12	346	1	0
317391	1	1	9180	800	12	13	0	1
317398	0	1	0	14000	17	17	0	1
317399	0	0	23064	4200	13	39	1	0
317402	0	1	180	320	12	13	0	0
317403	0	1	20661	1043	16	19	0	0
317404	1	1	16127	4880	11	40	1	1
317405	1	1	68248	6000	12	13	0	1
317409	0	1	0	0	12	28	0	0
317410	1	1	0	49	12	17	0	1
317413	1	1	11582	0	14	15	0	1
317416	1	1	28050	800	12	17	0	1
317418	1	1	14727	71	11	17	0	0
317420	0	0	318	0	17	16	0	0
317422	1	1	555	387	12	16	0	0
317423	0	1	0	400	12	13	0	1
317428	0	0	39684	1200	12	2	0	0
317429	1	1	657	4000	12	13	0	0
317431	0	1	3358	5882	12	39	1	0
317436	0	1	520	9000	13	13	0	1
317450	0	1	29962	7000	12	19	0	0
317451	0	0	2186	1000	10	13	0	0
317452	1	1	6994	0	12	1	0	0
317456	1	1	4515	2000	11	1	0	0
317460	1	1	74511	12506	12	13	0	1
317468	0	0	28311	4100	11	1	0	0
317470	0	0	0	5200	16	13	0	0
317471	1	1	12450	5835	12	17	0	0
317474	0	1	318	1600	12	16	0	0
317476	0	1	28407	1800	12	16	0	1
317479	1	1	5559	1200	12	19	0	1
317480	0	0	1110	240	11	28	0	1
317481	0	0	9	0	11	17	0	0
317482	0	1	25424	4500	12	13	0	1
317483	0	1	6910	0	9	13	0	1
317485	0	0	1188	45	12	9	0	0
317486	0	0	40180	8000	12	15	0	1
317487	0	0	29098	4200	12	1	0	1
317496	0	1	0	358	12	28	0	0
317500	1	1	26391	17000	13	13	0	0
317502	0	0	0	0	9	19	0	1
317503	1	0	10672	4000	14	15	0	1
317507	1	1	10515	3150	12	13	0	0
317511	1	1	33034	10000	8	1	0	1
317512	0	0	15542	2800	12	13	0	0
317516	1	1	4713	200	11	16	0	0
317518	1	1	4285	1400	12	13	0	0
317519	0	0	47835	4992	12	19	0	1
317520	1	1	23761	1945	12	13	0	0
317524	1	1	3605	6800	13	9	0	0
317529	1	1	0	0	12	16	0	0
317531	0	0	0	0	11	9	0	1
317534	0	0	25923	5000	9	37	1	0
317535	1	1	0	9000	9	13	0	0
317536	0	1	0	800	10	17	0	0
317540	0	1	63364	7336	12	0	0	1
317541	0	0	15786	0	11	346	1	1
317545	0	0	11912	7800	12	1	0	1
317550	0	1	1857	422	12	9	0	0
317553	1	1	27794	6000	10	1	0	1
317554	1	1	21027	0	12	1	0	0
317556	0	1	30558	0	12	17	0	0
317561	1	1	0	2000	10	39	1	1
317562	0	1	0	0	12	13	0	0
317565	0	0	35085	0	8	19	0	1
317566	1	1	0	3600	12	16	0	0
317569	1	1	1679	0	8	9	0	0
317571	0	0	0	0	12	19	0	1
317572	1	1	8388	200	12	15	0	0
317576	0	0	22996	6500	11	13	0	1
317577	1	1	12306	6500	13	17	0	1
317578	0	1	2189	5000	11	39	1	1
317579	0	1	25505	2000	13	13	0	0
317581	0	0	3365	1800	11	5	0	0
317583	0	0	18980	0	12	19	0	1
317584	0	0	31338	6116	12	13	0	0
317587	0	0	0	500	12	9	0	0
317589	1	1	17986	106	12	13	0	0
317591	1	1	5478	3000	12	1	0	0
317592	0	0	51734	0	7	9	0	1
317593	0	0	15207	2500	9	16	0	0
317594	0	0	13833	600	13	17	0	0
317596	1	1	12004	270	8	1	0	0
317597	1	1	13741	1644	12	13	0	1
317599	1	1	84873	3077	12	0	0	1
317600	1	1	6948	4000	13	16	0	1
317602	1	1	6168	0	12	13	0	1
317603	1	1	6768	0	12	17	0	1
317604	0	1	0	350	12	40	1	1
317605	0	0	6439	0	9	1	0	0
317606	1	1	17248	0	12	13	0	0
317608	0	1	13898	8470	13	13	0	0
317609	1	1	28052	600	12	15	0	1
317610	1	1	0	0	12	15	0	0
317612	0	0	2463	600	10	1	0	0
317615	0	0	17448	0	12	16	0	0
317616	1	1	0	0	10	16	0	0
317619	0	1	9624	5500	12	13	0	1
317621	0	1	42993	3000	12	13	0	1
317622	1	1	39540	5000	12	13	0	0
317623	1	1	20910	0	12	9	0	0
317624	0	1	27312	8854	10	0	0	0
317625	1	1	5824	3500	11	19	0	0
317627	1	1	53136	1500	10	13	0	0
317631	1	1	66408	12000	14	40	1	1
317633	1	1	17726	0	12	1	0	0
317634	0	0	16944	4000	8	19	0	1
317636	1	1	933	0	9	17	0	0
317638	1	1	7077	234	10	19	0	0
317639	1	1	16760	4800	14	16	0	1
317640	0	0	6668	7000	12	37	1	0
317641	1	1	4370	2000	8	17	0	0
317642	1	1	134861	8000	12	16	0	1
317644	1	1	8116	900	11	28	0	0
317645	0	0	3758	0	12	39	1	0
317646	0	0	1705	3200	11	9	0	0
317652	0	1	8289	2400	9	39	1	0
317653	0	1	12478	190	10	17	0	0
317658	0	0	8652	1400	14	37	1	1
317660	0	0	26758	5000	14	39	1	1
317661	1	1	64865	5000	13	1	0	1
317662	0	1	0	2400	12	13	0	0
317666	0	0	5958	2000	11	9	0	1
317667	0	0	123	0	10	19	0	1
317670	0	1	928	700	11	13	0	1
317672	0	1	29122	5800	10	0	0	1
317673	0	0	0	3309	13	0	0	0
317678	0	0	17220	7000	9	1	0	0
317680	0	0	0	360	12	19	0	0
317681	1	1	0	5000	11	13	0	1
317683	1	1	16674	7269	9	16	0	0
317684	1	1	27128	4500	12	15	0	1
317688	1	1	12153	5000	12	1	0	1
317690	0	1	23595	10000	12	13	0	1
317693	0	0	171	850	13	9	0	1
317695	0	0	19734	14073	12	13	0	1
317697	0	1	6	10080	12	37	1	0
317702	0	0	2588	800	10	17	0	0
317705	1	1	25993	0	12	17	0	0
317715	1	1	0	10000	12	16	0	1
317716	0	1	6684	4000	12	2	0	0
317719	0	0	9072	4750	11	17	0	1
317720	0	0	4011	5000	12	19	0	0
317721	0	0	2118	6500	13	16	0	0
317725	0	0	1458	17000	14	13	0	1
317726	0	1	0	0	9	16	0	1
317730	1	1	16864	219	13	17	0	0
317731	1	1	2505	0	10	9	0	0
317732	0	0	34	800	13	16	0	0
317735	1	1	885	0	12	0	0	0
317738	0	0	22455	6720	12	9	0	0
317739	0	0	35600	120	12	13	0	0
317740	1	1	26295	2500	12	39	1	0
317741	1	1	21304	1406	10	39	1	1
317743	0	0	24093	23000	12	28	0	1
317748	0	0	84	0	10	13	0	1
317750	1	1	6227	0	10	2	0	1
317754	0	1	15915	1500	10	37	1	0
317755	0	0	810	1000	9	1	0	1
317764	1	1	48864	14000	12	1	0	1
317768	0	0	4618	10000	12	40	1	1
317770	1	1	19552	10000	10	13	0	1
317771	1	1	22955	0	12	17	0	1
317772	0	0	20769	1100	12	39	1	0
317773	0	0	0	1000	10	1	0	1
317775	0	0	24543	0	12	9	0	1
317776	1	1	68628	2000	13	37	1	0
317780	1	1	11607	600	15	19	0	1
317781	1	1	12789	3000	14	13	0	0
317785	1	1	1305	4000	15	16	0	0
317786	1	1	19796	1018	15	16	0	1
317787	1	1	513	8750	12	16	0	1
317791	1	1	24561	1800	14	9	0	0
317794	0	1	17130	5500	12	13	0	1
317797	0	0	21499	3000	12	37	1	1
317799	1	1	2832	5000	12	37	1	1
317801	0	0	26335	6000	12	16	0	0
317803	0	1	27324	14000	11	28	0	1
317804	1	1	6382	9600	12	16	0	0
317806	0	0	108	3720	12	16	0	1
317807	1	1	21049	4800	12	15	0	1
317810	0	0	1008	100	8	2	0	1
317811	1	1	36573	4352	9	39	1	1
317813	0	0	1128	0	17	39	1	0
317814	1	1	19503	0	12	13	0	0
317816	1	1	19614	600	11	1	0	0
317823	0	1	8730	1035	9	13	0	0
317824	1	1	8112	3000	12	13	0	1
317827	0	1	31948	520	12	2	0	0
317828	1	1	28692	6000	12	1	0	0
317831	1	1	23682	6900	12	16	0	0
317832	0	0	23880	0	10	2	0	1
317833	0	0	17817	1700	16	17	0	0
317834	0	1	41067	5000	11	37	1	1
317835	0	0	27849	5925	13	16	0	0
317837	1	1	0	0	9	9	0	0
317842	0	0	0	0	12	17	0	0
317845	0	0	29041	5700	10	13	0	0
317849	0	0	300	412	11	28	0	0
317850	0	1	15584	0	12	5	0	1
317851	0	0	41958	3216	8	15	0	0
317853	0	0	20601	7200	8	19	0	0
317855	0	0	59676	7000	12	13	0	0
317856	1	1	675	509	10	17	0	0
317857	0	1	789	0	11	346	1	0
317858	0	1	12076	3480	12	346	1	1
317861	1	1	3672	5000	10	39	1	1
317864	0	1	0	0	8	19	0	0
317865	1	1	11442	5800	10	13	0	1
317868	0	0	0	0	12	40	1	0
317869	0	0	21343	1376	14	19	0	0
317870	1	1	16274	0	14	39	1	0
317871	0	1	26850	6500	10	13	0	0
317872	0	0	912	0	12	37	1	0
317874	0	0	52206	0	10	19	0	1
317875	0	0	3220	2000	7	1	0	0
317877	0	1	7163	6000	14	16	0	1
317879	1	1	46101	0	12	13	0	0
317883	1	1	24564	0	12	17	0	1
317884	1	1	38717	2200	12	2	0	1
317885	0	1	47546	4000	12	5	0	1
317887	0	0	21214	3480	10	1	0	0
317888	0	0	52628	6000	10	13	0	1
317891	0	1	1683	0	12	346	1	0
317899	0	1	22817	0	12	0	0	1
317901	1	1	18319	7911	12	39	1	1
317903	1	1	0	1200	12	2	0	1
317907	1	1	54980	8000	11	13	0	1
317908	1	1	1761	1680	12	17	0	0
317909	1	1	5445	2000	12	346	1	1
317910	1	1	31418	1000	10	39	1	0
317911	1	1	24010	135	17	9	0	0
317916	1	1	7338	0	12	0	0	1
317918	0	1	401	250	10	13	0	0
317919	0	0	0	0	12	9	0	0
317925	1	1	20781	0	13	0	0	1
317927	0	0	34083	8000	12	39	1	1
317928	0	0	26992	3000	11	37	1	0
